Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
18,23.0,0.0,5.0,1.0,0,4,Hyderabad,Sunil Hitech Eng,505,8.4,4242.0
18,23.0,3.0,16.0,1.0,0,1,Vadodara,Reliance Energy,658,7.8,5132.4
23,23.0,1.0,20.0,1.0,0,3,Dahej,GE T&D India Limited,540,7.6,4104.0
12,22.0,2.0,6.0,1.0,0,10,Faridabad,L&T Transmission & Distribution,454,8.1,3677.3999999999996
13,23.0,0.0,20.0,1.0,0,1,Faridabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),474,8.1,3839.3999999999996
23,23.0,2.0,21.0,1.0,0,9,Mumbai,Torrent Power Ltd.,651,9.2,5989.2
9,19.0,2.0,15.0,1.0,0,1,Pune,Guj Ind Power,502,9.1,4568.2
13,23.0,0.0,16.0,12.0,0,7,Ahmedabad,Power Grid Corp,501,7.9,3957.9
18,23.0,1.0,22.0,1.0,0,7,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",611,8.2,5010.2
13,23.0,2.0,16.0,1.0,0,9,Mumbai,Unitech Power Transmission Ltd.,513,9.2,4719.599999999999
20,23.0,2.0,10.0,1.0,0,4,New Delhi,Indowind Energy,431,8.5,3663.5
5,19.0,1.0,18.0,7.0,0,12,Ratnagiri,TransRail Lighting,595,7.4,4403.0
11,23.0,3.0,5.0,12.0,0,3,Gurgaon,Ringfeder Power Transmission India Pvt. Ltd.,456,8.3,3784.8
7,19.0,2.0,6.0,7.0,0,11,Dahej,CESC,309,7.6,2348.4
19,22.0,2.0,12.0,1.0,0,8,Vadodara,Reliance Power,561,7.8,4375.8
20,23.0,2.0,20.0,12.0,0,2,Chennai,Torrent Power Ltd.,723,8.8,6362.400000000001
9,20.0,3.0,16.0,1.0,0,8,Ratnagiri,Sunil Hitech Eng,591,7.4,4373.400000000001
9,20.0,2.0,22.0,1.0,0,5,Chennai,Guj Ind Power,657,8.8,5781.6
8,20.0,0.0,12.0,1.0,0,12,Dahej,Reliance Power,502,7.6,3815.2
15,22.0,3.0,22.0,1.0,0,10,Ratnagiri,JSW Energy Ltd.,540,7.4,3996.0
23,22.0,2.0,12.0,1.0,0,6,Pune,L&T Transmission & Distribution,577,9.1,5250.7
8,17.0,2.0,9.0,1.0,0,4,Chennai,JSW Energy Ltd.,458,8.8,4030.4000000000005
15,23.0,2.0,12.0,1.0,0,6,Chennai,Bonfiglioli Transmission Pvt. Ltd.,469,8.8,4127.200000000001
19,23.0,2.0,5.0,1.0,0,8,Noida,Reliance Power,368,8.2,3017.6
20,23.0,2.0,10.0,1.0,0,8,Mumbai,NLC India,625,9.2,5750.0
18,22.0,2.0,8.0,1.0,0,5,Pune,Power Grid Corp,579,9.1,5268.9
16,22.0,0.0,17.0,1.0,0,11,Faridabad,KEC International,607,8.1,4916.7
17,23.0,0.0,18.0,1.0,0,9,Faridabad,Sterlite Power Transmission Ltd,400,8.1,3240.0
12,23.0,2.0,22.0,1.0,0,2,Ahmedabad,Tata Power Company Ltd.,675,7.9,5332.5
7,23.0,2.0,10.0,7.0,0,3,Kolkata,Jyoti Structure,601,8.7,5228.7
13,22.0,1.0,5.0,1.0,0,11,Faridabad,SJVN Ltd.,448,8.1,3628.7999999999997
15,23.0,0.0,4.0,1.0,0,7,Vadodara,NLC India,281,7.8,2191.7999999999997
21,22.0,0.0,12.0,1.0,0,8,Pune,Sterlite Power Transmission Ltd,503,9.1,4577.3
18,23.0,1.0,14.0,1.0,0,10,Chennai,NTPC Pvt. Ltd.,573,8.8,5042.400000000001
21,22.0,3.0,17.0,1.0,0,12,Kolkata,KEC International,589,8.7,5124.299999999999
17,22.0,3.0,11.0,1.0,0,3,Pune,SJVN Ltd.,517,9.1,4704.7
11,23.0,3.0,3.0,1.0,0,10,Faridabad,Neueon Towers / Sujana Towers Ltd.,365,8.1,2956.5
6,22.0,1.0,14.0,7.0,0,5,Ahmedabad,Sterlite Power Transmission Ltd,585,7.9,4621.5
13,23.0,2.0,9.0,1.0,0,8,Ahmedabad,L&T Transmission & Distribution,455,7.9,3594.5
22,23.0,0.0,3.0,1.0,0,9,Faridabad,L&T Transmission & Distribution,464,8.1,3758.3999999999996
19,23.0,2.0,6.0,1.0,0,12,Vadodara,NTPC Pvt. Ltd.,382,7.8,2979.6
20,23.0,3.0,16.0,1.0,0,12,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,657,7.9,5190.3
11,22.0,3.0,16.0,1.0,0,3,Chennai,L&T Transmission & Distribution,610,8.8,5368.0
18,22.0,3.0,19.0,12.0,0,1,Gurgaon,Neueon Towers / Sujana Towers Ltd.,672,8.3,5577.6
17,23.0,0.0,21.0,1.0,0,12,Chennai,SJVN Ltd.,448,8.8,3942.4000000000005
7,22.0,3.0,5.0,7.0,0,8,Faridabad,Tata Power Company Ltd.,617,8.1,4997.7
6,23.0,3.0,9.0,7.0,0,1,Ahmedabad,SJVN Ltd.,487,7.9,3847.3
22,22.0,3.0,12.0,1.0,0,5,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),475,7.6,3610.0
19,23.0,2.0,5.0,1.0,0,3,Faridabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),589,8.1,4770.9
15,23.0,1.0,22.0,1.0,0,5,Navi Mumbai,Orient Green,552,9.3,5133.6
16,22.0,2.0,6.0,1.0,0,3,Pune,SJVN Ltd.,610,9.1,5551.0
12,22.0,2.0,5.0,1.0,0,11,Nagpur,Sterlite Power Transmission Ltd,499,8.9,4441.1
19,23.0,2.0,17.0,1.0,0,8,Kolkata,Jaiprakash Power,748,8.7,6507.599999999999
20,22.0,3.0,6.0,12.0,0,1,Faridabad,Kalpataru Power,682,8.1,5524.2
15,23.0,3.0,18.0,1.0,0,10,Gurgaon,Indowind Energy,622,8.3,5162.6
14,22.0,3.0,20.0,1.0,0,6,New Delhi,NTPC Pvt. Ltd.,663,8.5,5635.5
15,22.0,3.0,3.0,1.0,0,9,Kolkata,TransRail Lighting,598,8.7,5202.599999999999
19,23.0,2.0,9.0,12.0,0,11,Gurgaon,Guj Ind Power,695,8.3,5768.500000000001
10,21.0,1.0,10.0,1.0,0,3,Hyderabad,SJVN Ltd.,352,8.4,2956.8
18,22.0,0.0,7.0,1.0,0,4,Pune,Torrent Power Ltd.,430,9.1,3913.0
19,22.0,0.0,17.0,1.0,0,2,Nagpur,Power Grid Corp,410,8.9,3649.0
11,22.0,2.0,14.0,12.0,0,9,Vadodara,KEC International,497,7.8,3876.6
7,23.0,2.0,12.0,1.0,0,7,Navi Mumbai,NTPC Pvt. Ltd.,493,9.3,4584.900000000001
22,22.0,1.0,3.0,1.0,0,9,Kolkata,Ringfeder Power Transmission India Pvt. Ltd.,512,8.7,4454.4
6,20.0,1.0,6.0,7.0,0,11,Chennai,Kalpataru Power,322,8.8,2833.6000000000004
15,22.0,0.0,10.0,1.0,0,1,Chennai,KEC International,472,8.8,4153.6
12,22.0,0.0,4.0,12.0,0,12,Ratnagiri,JSW Energy Ltd.,426,7.4,3152.4
21,23.0,0.0,11.0,12.0,0,1,Chennai,Sterlite Power Transmission Ltd,714,8.8,6283.200000000001
12,23.0,3.0,15.0,1.0,0,7,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,488,7.9,3855.2000000000003
12,22.0,2.0,8.0,12.0,0,3,Gurgaon,Power Grid Corp,694,8.3,5760.200000000001
19,23.0,0.0,22.0,1.0,0,7,Mumbai,Power Grid Corp,535,9.2,4922.0
13,22.0,3.0,20.0,1.0,0,4,Hyderabad,NTPC Pvt. Ltd.,573,8.4,4813.2
11,23.0,3.0,16.0,1.0,0,12,Mumbai,L&T Transmission & Distribution,645,9.2,5933.999999999999
11,23.0,3.0,15.0,12.0,0,8,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,631,9.2,5805.2
9,18.0,0.0,21.0,1.0,0,3,Vadodara,Power Grid Corp,369,7.8,2878.2
20,22.0,2.0,21.0,12.0,0,4,Faridabad,Indowind Energy,617,8.1,4997.7
11,23.0,3.0,17.0,1.0,0,4,Ratnagiri,CESC,692,7.4,5120.8
17,23.0,2.0,9.0,1.0,0,4,Navi Mumbai,GE T&D India Limited,537,9.3,4994.1
14,23.0,1.0,8.0,1.0,0,11,Noida,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,390,8.2,3197.9999999999995
15,22.0,1.0,22.0,1.0,0,3,Noida,Tata Power Company Ltd.,566,8.2,4641.2
12,23.0,1.0,14.0,1.0,0,9,Nagpur,Jaiprakash Power,434,8.9,3862.6000000000004
18,22.0,0.0,18.0,12.0,0,10,Pune,Neueon Towers / Sujana Towers Ltd.,763,9.1,6943.3
12,23.0,3.0,16.0,1.0,0,7,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,667,8.7,5802.9
22,22.0,0.0,8.0,1.0,0,10,Navi Mumbai,GE T&D India Limited,585,9.3,5440.5
22,22.0,0.0,19.0,1.0,0,9,Chennai,Reliance Energy,692,8.8,6089.6
15,23.0,3.0,6.0,1.0,0,4,Dahej,Reliance Power,634,7.6,4818.4
16,23.0,0.0,14.0,12.0,0,6,Ahmedabad,Bonfiglioli Transmission Pvt. Ltd.,548,7.9,4329.2
13,23.0,3.0,13.0,1.0,0,4,Dahej,Adani Power Ltd.,653,7.6,4962.8
18,23.0,2.0,16.0,1.0,0,5,Pune,Kalpataru Power,659,9.1,5996.9
23,23.0,3.0,8.0,1.0,0,11,Nagpur,SJVN Ltd.,533,8.9,4743.7
19,23.0,3.0,16.0,1.0,0,9,Mumbai,Jyoti Structure,495,9.2,4554.0
12,23.0,0.0,13.0,12.0,0,5,Nagpur,Jyoti Structure,698,8.9,6212.2
14,23.0,1.0,20.0,1.0,0,5,Pune,NHPC,587,9.1,5341.7
6,18.0,0.0,21.0,7.0,0,3,Pune,Neueon Towers / Sujana Towers Ltd.,460,9.1,4186.0
5,18.0,1.0,22.0,7.0,0,7,Noida,Sterlite Power Transmission Ltd,413,8.2,3386.6
5,20.0,1.0,10.0,7.0,0,8,Vadodara,Kalpataru Power,493,7.8,3845.4
12,22.0,2.0,5.0,1.0,0,12,Nagpur,Reliance Power,346,8.9,3079.4
21,23.0,2.0,20.0,1.0,0,7,Mumbai,Neueon Towers / Sujana Towers Ltd.,554,9.2,5096.799999999999
15,23.0,0.0,17.0,1.0,0,5,Hyderabad,L&T Transmission & Distribution,648,8.4,5443.2
8,22.0,1.0,5.0,7.0,0,9,Vadodara,SJVN Ltd.,453,7.8,3533.4
5,22.0,3.0,3.0,7.0,0,1,Hyderabad,Optibelt Power Transmission India Private Limited,414,8.4,3477.6000000000004
5,18.0,0.0,18.0,1.0,0,1,Hyderabad,Optibelt Power Transmission India Private Limited,373,8.4,3133.2000000000003
17,23.0,2.0,22.0,1.0,0,1,Noida,Sterlite Power Transmission Ltd,789,8.2,6469.799999999999
20,23.0,2.0,18.0,1.0,0,5,Noida,Reliance Power,717,8.2,5879.4
5,21.0,0.0,5.0,1.0,0,4,Pune,Jyoti Structure,292,9.1,2657.2
6,20.0,0.0,19.0,1.0,0,12,Dahej,Optibelt Power Transmission India Private Limited,550,7.6,4180.0
14,22.0,0.0,12.0,1.0,0,1,Ratnagiri,NTPC Pvt. Ltd.,532,7.4,3936.8
10,18.0,0.0,7.0,1.0,0,2,Navi Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,270,9.3,2511.0
9,22.0,2.0,17.0,1.0,0,3,Noida,Optibelt Power Transmission India Private Limited,611,8.2,5010.2
5,20.0,3.0,18.0,1.0,0,1,Noida,Reliance Energy,633,8.2,5190.599999999999
20,23.0,1.0,8.0,1.0,0,12,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,480,7.9,3792.0
21,23.0,3.0,17.0,1.0,0,2,Chennai,Kalpataru Power,498,8.8,4382.400000000001
23,22.0,2.0,19.0,1.0,0,12,Ratnagiri,Neueon Towers / Sujana Towers Ltd.,580,7.4,4292.0
17,22.0,1.0,10.0,12.0,0,4,Gurgaon,Jaiprakash Power,581,8.3,4822.3
12,23.0,2.0,17.0,1.0,0,6,Hyderabad,KEC International,418,8.4,3511.2000000000003
8,21.0,1.0,15.0,1.0,0,5,Kolkata,Optibelt Power Transmission India Private Limited,365,8.7,3175.4999999999995
15,22.0,3.0,8.0,1.0,0,7,Faridabad,NTPC Pvt. Ltd.,443,8.1,3588.2999999999997
7,19.0,2.0,12.0,1.0,0,12,Chennai,Tata Power Company Ltd.,514,8.8,4523.200000000001
20,23.0,3.0,18.0,1.0,0,1,Dahej,Ringfeder Power Transmission India Pvt. Ltd.,630,7.6,4788.0
17,22.0,3.0,12.0,1.0,0,7,Gurgaon,Sterlite Power Transmission Ltd,695,8.3,5768.500000000001
15,23.0,2.0,17.0,1.0,0,8,Dahej,Guj Ind Power,698,7.6,5304.8
23,23.0,1.0,12.0,1.0,0,6,Faridabad,Kalpataru Power,530,8.1,4293.0
16,23.0,2.0,17.0,1.0,0,7,Nagpur,GE T&D India Limited,726,8.9,6461.400000000001
13,23.0,1.0,14.0,1.0,0,6,Dahej,Tata Power Company Ltd.,432,7.6,3283.2
15,23.0,0.0,20.0,1.0,0,5,Ahmedabad,TransRail Lighting,518,7.9,4092.2000000000003
8,22.0,2.0,12.0,1.0,0,4,Faridabad,Sunil Hitech Eng,421,8.1,3410.1
11,23.0,1.0,22.0,1.0,0,9,Dahej,Power Grid Corp,499,7.6,3792.3999999999996
12,22.0,0.0,5.0,1.0,0,3,Dahej,L&T Transmission & Distribution,340,7.6,2584.0
20,23.0,1.0,8.0,12.0,0,11,Mumbai,Sunil Hitech Eng,610,9.2,5612.0
8,17.0,2.0,4.0,7.0,0,10,Shimla,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),327,7.7,2517.9
13,22.0,0.0,12.0,1.0,0,10,Noida,Tata Power Company Ltd.,348,8.2,2853.6
17,23.0,0.0,9.0,1.0,0,8,Faridabad,TransRail Lighting,607,8.1,4916.7
6,17.0,0.0,4.0,1.0,0,3,Shimla,Tata Power Company Ltd.,348,7.7,2679.6
5,21.0,1.0,22.0,1.0,0,3,Shimla,Kalpataru Power,591,7.7,4550.7
17,23.0,2.0,6.0,12.0,0,8,Dahej,NHPC,492,7.6,3739.2
11,23.0,1.0,12.0,1.0,0,10,Nagpur,SJVN Ltd.,362,8.9,3221.8
9,17.0,0.0,8.0,7.0,0,9,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,272,8.9,2420.8
12,22.0,2.0,21.0,12.0,0,6,Faridabad,KEC International,726,8.1,5880.599999999999
16,23.0,1.0,9.0,1.0,0,1,Gurgaon,JSW Energy Ltd.,528,8.3,4382.400000000001
7,17.0,0.0,21.0,1.0,0,3,Navi Mumbai,GE T&D India Limited,293,9.3,2724.9
15,22.0,1.0,6.0,1.0,0,6,Chennai,Guj Ind Power,529,8.8,4655.200000000001
21,22.0,1.0,10.0,1.0,0,3,Chennai,Jyoti Structure,485,8.8,4268.0
8,19.0,2.0,21.0,1.0,0,5,Faridabad,Ringfeder Power Transmission India Pvt. Ltd.,500,8.1,4050.0
12,23.0,2.0,20.0,12.0,0,7,Pune,Optibelt Power Transmission India Private Limited,737,9.1,6706.7
14,22.0,2.0,10.0,1.0,0,8,Vadodara,Sterlite Power Transmission Ltd,443,7.8,3455.4
6,23.0,1.0,8.0,1.0,0,8,Shimla,GE T&D India Limited,330,7.7,2541.0
22,23.0,3.0,15.0,1.0,0,11,Faridabad,Jyoti Structure,576,8.1,4665.599999999999
8,22.0,3.0,21.0,1.0,0,11,Pune,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),453,9.1,4122.3
19,22.0,2.0,18.0,1.0,0,2,Ratnagiri,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),507,7.4,3751.8
16,22.0,2.0,20.0,1.0,0,7,Gurgaon,GE T&D India Limited,486,8.3,4033.8
10,18.0,1.0,9.0,1.0,0,4,Vadodara,Jyoti Structure,431,7.8,3361.7999999999997
22,23.0,0.0,12.0,1.0,0,12,Shimla,KEC International,405,7.7,3118.5
14,23.0,3.0,8.0,1.0,0,6,Kolkata,CESC,554,8.7,4819.799999999999
7,21.0,3.0,16.0,1.0,0,5,Navi Mumbai,Jaiprakash Power,653,9.3,6072.900000000001
19,22.0,3.0,13.0,1.0,0,2,Hyderabad,CESC,658,8.4,5527.2
7,17.0,0.0,19.0,1.0,0,5,Vadodara,Sunil Hitech Eng,285,7.8,2223.0
10,17.0,1.0,3.0,1.0,0,1,Ahmedabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),170,7.9,1343.0
12,23.0,3.0,16.0,1.0,0,10,New Delhi,NLC India,577,8.5,4904.5
12,23.0,0.0,15.0,1.0,0,10,Kolkata,Adani Power Ltd.,456,8.7,3967.2
23,23.0,1.0,5.0,1.0,0,12,Ahmedabad,Reliance Energy,590,7.9,4661.0
6,23.0,3.0,22.0,7.0,0,10,New Delhi,NHPC,757,8.5,6434.5
15,22.0,1.0,7.0,12.0,0,3,Shimla,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),504,7.7,3880.8
8,22.0,3.0,7.0,1.0,0,6,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,412,8.9,3666.8
6,18.0,2.0,4.0,7.0,0,3,Mumbai,JSW Energy Ltd.,351,9.2,3229.2
17,23.0,2.0,21.0,1.0,0,5,Pune,Adani Power Ltd.,730,9.1,6643.0
11,23.0,3.0,4.0,1.0,0,4,Faridabad,Reliance Energy,535,8.1,4333.5
22,23.0,3.0,9.0,1.0,0,1,Faridabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,492,8.1,3985.2
11,23.0,3.0,19.0,1.0,0,12,Hyderabad,Sterlite Power Transmission Ltd,564,8.4,4737.6
22,23.0,0.0,9.0,1.0,0,1,Vadodara,Torrent Power Ltd.,461,7.8,3595.7999999999997
13,23.0,2.0,5.0,1.0,0,3,Pune,Jaiprakash Power,437,9.1,3976.7
10,23.0,3.0,14.0,1.0,0,9,Noida,Bonfiglioli Transmission Pvt. Ltd.,424,8.2,3476.7999999999997
19,22.0,1.0,15.0,1.0,0,4,Hyderabad,Bonfiglioli Transmission Pvt. Ltd.,416,8.4,3494.4
13,23.0,2.0,17.0,1.0,0,6,Gurgaon,Reliance Energy,688,8.3,5710.400000000001
14,23.0,0.0,5.0,1.0,0,4,Hyderabad,JSW Energy Ltd.,428,8.4,3595.2000000000003
10,21.0,3.0,19.0,1.0,0,3,Kolkata,Unitech Power Transmission Ltd.,592,8.7,5150.4
8,19.0,2.0,18.0,7.0,0,1,Hyderabad,Jaiprakash Power,509,8.4,4275.6
21,23.0,1.0,15.0,1.0,0,12,Gurgaon,Tata Power Company Ltd.,461,8.3,3826.3
5,19.0,3.0,5.0,7.0,0,9,Nagpur,KEC International,298,8.9,2652.2000000000003
6,21.0,1.0,16.0,1.0,0,8,Dahej,KEC International,330,7.6,2508.0
5,22.0,0.0,20.0,1.0,0,10,Nagpur,SJVN Ltd.,574,8.9,5108.6
9,22.0,2.0,9.0,1.0,0,12,Shimla,Sterlite Power Transmission Ltd,345,7.7,2656.5
5,22.0,1.0,4.0,1.0,0,5,Nagpur,Sunil Hitech Eng,309,8.9,2750.1
21,23.0,1.0,9.0,1.0,0,3,Ahmedabad,NTPC Pvt. Ltd.,605,7.9,4779.5
18,22.0,0.0,4.0,12.0,0,9,Dahej,Guj Ind Power,503,7.6,3822.7999999999997
13,23.0,0.0,21.0,1.0,0,11,Mumbai,Sterlite Power Transmission Ltd,486,9.2,4471.2
15,22.0,2.0,4.0,12.0,0,10,Gurgaon,NTPC Pvt. Ltd.,559,8.3,4639.700000000001
5,20.0,0.0,13.0,1.0,0,11,Navi Mumbai,L&T Transmission & Distribution,465,9.3,4324.5
15,22.0,2.0,22.0,1.0,0,9,Shimla,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",582,7.7,4481.400000000001
15,22.0,0.0,13.0,12.0,0,5,Hyderabad,GE T&D India Limited,704,8.4,5913.6
11,22.0,1.0,15.0,1.0,0,12,Ahmedabad,Neueon Towers / Sujana Towers Ltd.,384,7.9,3033.6000000000004
10,17.0,0.0,11.0,7.0,0,9,New Delhi,L&T Transmission & Distribution,376,8.5,3196.0
10,21.0,3.0,6.0,1.0,0,3,Noida,Unitech Power Transmission Ltd.,478,8.2,3919.5999999999995
12,23.0,3.0,9.0,12.0,0,5,Shimla,Reliance Energy,575,7.7,4427.5
18,22.0,3.0,13.0,12.0,0,6,Ahmedabad,CESC,645,7.9,5095.5
7,18.0,0.0,19.0,1.0,0,5,New Delhi,GE T&D India Limited,360,8.5,3060.0
18,22.0,2.0,11.0,12.0,0,5,Mumbai,NHPC,512,9.2,4710.4
15,22.0,1.0,10.0,1.0,0,6,New Delhi,Tata Power Company Ltd.,333,8.5,2830.5
8,17.0,3.0,8.0,1.0,0,12,Kolkata,GE T&D India Limited,429,8.7,3732.2999999999997
10,23.0,2.0,4.0,1.0,0,11,Chennai,Power Grid Corp,439,8.8,3863.2000000000003
19,23.0,1.0,14.0,1.0,0,7,Kolkata,Reliance Energy,592,8.7,5150.4
23,22.0,1.0,15.0,1.0,0,12,Noida,Reliance Power,519,8.2,4255.799999999999
21,23.0,1.0,16.0,12.0,0,10,Ratnagiri,Orient Green,654,7.4,4839.6
12,22.0,2.0,18.0,1.0,0,1,New Delhi,Optibelt Power Transmission India Private Limited,494,8.5,4199.0
19,23.0,2.0,22.0,1.0,0,9,Vadodara,Bonfiglioli Transmission Pvt. Ltd.,571,7.8,4453.8
12,22.0,1.0,20.0,1.0,0,12,Dahej,Reliance Power,431,7.6,3275.6
8,20.0,1.0,21.0,1.0,0,9,Ratnagiri,Sunil Hitech Eng,558,7.4,4129.2
10,19.0,3.0,19.0,1.0,0,9,Noida,TransRail Lighting,550,8.2,4510.0
10,21.0,2.0,4.0,1.0,0,8,Nagpur,Reliance Power,398,8.9,3542.2000000000003
6,17.0,0.0,6.0,1.0,0,7,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,370,7.9,2923.0
5,17.0,3.0,22.0,7.0,0,8,New Delhi,KEC International,663,8.5,5635.5
13,22.0,0.0,11.0,12.0,0,6,Mumbai,Neueon Towers / Sujana Towers Ltd.,530,9.2,4876.0
6,17.0,1.0,15.0,1.0,0,3,Noida,NLC India,440,8.2,3607.9999999999995
10,17.0,1.0,3.0,1.0,0,3,Chennai,JSW Energy Ltd.,311,8.8,2736.8
14,23.0,0.0,19.0,1.0,0,2,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),554,7.6,4210.4
14,22.0,1.0,17.0,1.0,0,5,Vadodara,Tata Power Company Ltd.,556,7.8,4336.8
10,20.0,1.0,15.0,7.0,0,2,Dahej,Orient Green,401,7.6,3047.6
17,22.0,3.0,19.0,1.0,0,10,Noida,Neueon Towers / Sujana Towers Ltd.,684,8.2,5608.799999999999
5,17.0,2.0,3.0,1.0,0,1,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,297,8.4,2494.8
12,23.0,2.0,6.0,1.0,0,5,Vadodara,NHPC,542,7.8,4227.599999999999
10,20.0,2.0,18.0,1.0,0,12,Faridabad,CESC,581,8.1,4706.099999999999
10,19.0,0.0,14.0,1.0,0,8,Kolkata,JSW Energy Ltd.,495,8.7,4306.5
10,20.0,1.0,20.0,1.0,0,11,Shimla,Sunil Hitech Eng,373,7.7,2872.1
15,22.0,2.0,12.0,12.0,0,10,New Delhi,GE T&D India Limited,513,8.5,4360.5
18,23.0,3.0,3.0,1.0,0,11,Faridabad,KEC International,545,8.1,4414.5
20,23.0,1.0,19.0,12.0,0,6,Faridabad,NHPC,682,8.1,5524.2
8,18.0,0.0,5.0,1.0,0,6,Chennai,KEC International,327,8.8,2877.6000000000004
23,22.0,1.0,22.0,1.0,0,1,Dahej,Ringfeder Power Transmission India Pvt. Ltd.,650,7.6,4940.0
20,22.0,0.0,19.0,1.0,0,10,Ratnagiri,NLC India,562,7.4,4158.8
10,23.0,0.0,17.0,7.0,0,12,Kolkata,Tata Power Company Ltd.,507,8.7,4410.9
10,20.0,1.0,20.0,7.0,0,10,Chennai,Tata Power Company Ltd.,682,8.8,6001.6
16,23.0,1.0,6.0,1.0,0,3,Hyderabad,Sterlite Power Transmission Ltd,502,8.4,4216.8
21,23.0,3.0,11.0,1.0,0,9,Mumbai,Bonfiglioli Transmission Pvt. Ltd.,488,9.2,4489.599999999999
10,22.0,1.0,20.0,1.0,0,3,Hyderabad,SJVN Ltd.,576,8.4,4838.400000000001
14,23.0,3.0,14.0,1.0,0,1,Faridabad,Jyoti Structure,541,8.1,4382.099999999999
19,22.0,1.0,5.0,1.0,0,4,Ahmedabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),426,7.9,3365.4
6,20.0,1.0,13.0,1.0,0,3,Chennai,Sterlite Power Transmission Ltd,375,8.8,3300.0000000000005
9,20.0,1.0,21.0,1.0,0,7,Dahej,Sunil Hitech Eng,488,7.6,3708.7999999999997
12,23.0,3.0,9.0,1.0,0,10,Gurgaon,Adani Power Ltd.,600,8.3,4980.0
6,19.0,1.0,13.0,7.0,0,4,Nagpur,Torrent Power Ltd.,416,8.9,3702.4
14,23.0,0.0,10.0,1.0,0,8,Vadodara,Sunil Hitech Eng,356,7.8,2776.7999999999997
8,22.0,3.0,3.0,1.0,0,1,Nagpur,TransRail Lighting,302,8.9,2687.8
18,23.0,3.0,16.0,1.0,0,11,Gurgaon,Guj Ind Power,714,8.3,5926.200000000001
21,22.0,0.0,21.0,1.0,0,9,Hyderabad,JSW Energy Ltd.,520,8.4,4368.0
8,22.0,3.0,7.0,7.0,0,4,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,616,8.9,5482.400000000001
19,22.0,0.0,17.0,1.0,0,1,Hyderabad,Power Grid Corp,515,8.4,4326.0
16,23.0,3.0,3.0,1.0,0,4,New Delhi,GE T&D India Limited,483,8.5,4105.5
13,22.0,1.0,19.0,1.0,0,6,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,495,7.8,3861.0
21,22.0,3.0,13.0,1.0,0,10,Noida,JSW Energy Ltd.,484,8.2,3968.7999999999997
12,23.0,0.0,5.0,1.0,0,9,Faridabad,Guj Ind Power,516,8.1,4179.599999999999
23,22.0,0.0,17.0,12.0,0,7,Mumbai,Kalpataru Power,671,9.2,6173.2
10,18.0,2.0,21.0,1.0,0,8,Navi Mumbai,Indowind Energy,581,9.3,5403.3
16,23.0,3.0,3.0,1.0,0,9,Noida,Power Grid Corp,508,8.2,4165.599999999999
20,23.0,1.0,13.0,1.0,0,5,Chennai,Tata Power Company Ltd.,572,8.8,5033.6
6,20.0,3.0,16.0,1.0,0,1,Kolkata,Optibelt Power Transmission India Private Limited,423,8.7,3680.1
8,19.0,1.0,9.0,1.0,0,6,Hyderabad,Optibelt Power Transmission India Private Limited,286,8.4,2402.4
18,23.0,0.0,12.0,1.0,0,5,Ahmedabad,Jyoti Structure,448,7.9,3539.2000000000003
18,23.0,0.0,14.0,1.0,0,6,Noida,Sunil Hitech Eng,486,8.2,3985.2
16,23.0,3.0,7.0,12.0,0,12,Gurgaon,Unitech Power Transmission Ltd.,599,8.3,4971.700000000001
18,22.0,3.0,5.0,1.0,0,4,New Delhi,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,482,8.5,4097.0
20,22.0,0.0,16.0,1.0,0,4,Ahmedabad,Jaiprakash Power,411,7.9,3246.9
5,23.0,3.0,15.0,1.0,0,7,Ahmedabad,TransRail Lighting,426,7.9,3365.4
